station,longitude,latitude,z
725376-14853,-8.3533E7,4.2233E7,1.7738709677419138
725377-14804,-8.2818E7,4.2608E7,-0.3870967741935658
725378-99999,-8.3983E7,4.2633E7,0.6654838709677477
725384-99999,-8.2533E7,4.2917E7,-0.5155870967741976
725385-99999,-8.2967E7,4.2333E7,-4.152939343810317
725386-99999,-8.2783E7,4.4017E7,-2.0383041463139193
725387-99999,-8.7883E7,4.7467E7,1.4674887213651573
725390-14836,-8.4579E7,4.278E7,0.500967741935483
725395-14833,-8.4467E7,4.2267E7,-2.335506117908821
725396-14815,-8.5251E7,4.2308E7,-0.28761290322582056
725400-99999,-9.3717E7,4.025E7,-0.10425192133459404
725430-94822,-8.9093E7,4.2193E7,1.7932258064516162
725440-14923,-9.0523E7,4.1465E7,1.3190322580645102
725450-14990,-9.1717E7,4.1883E7,0.31419354838709523
725453-99999,-9.505E7,4.14E7,-0.4253917050691314
725454-99999,-9.1667E7,4.1283E7,-0.1087741935483848
725455-14931,-9.1125E7,4.0783E7,1.9129032258064598
725456-99999,-9.1428E7,4.046E7,-0.23612903225807713
725457-99999,-9.4272E7,4.3078E7,-0.6007007786429455
725458-99999,-9.3767E7,4.275E7,0.0
725460-14933,-9.3653E7,4.1534E7,0.42483870967743087
725462-14937,-9.1543E7,4.1633E7,0.7341935483870827
725463-99999,-9.2617E7,4.3067E7,-0.07032258064516839
725464-99999,-9.3017E7,4.1667E7,-0.4441935483870907
725465-14950,-9.2447E7,4.1108E7,-0.9587096774193355
725466-99999,-9.355E7,4.1683E7,-1.5100784313725484
725467-99999,-9.5417E7,4.075E7,-0.10569892473117193
725468-99999,-9.4783E7,4.205E7,-0.3820912124582918
725469-99999,-9.3367E7,4.1017E7,-0.2977419354838844
725470-94908,-9.0704E7,4.2398E7,0.6848387096774218
725473-99999,-9.0333E7,4.1833E7,1.6789825797546598
725474-99999,-9.4367E7,4.1017E7,-0.26016685205784995
725475-99999,-9.1167E7,4.2217E7,-0.13178494623657855
725476-99999,-9.1739E7,4.3276E7,-0.22276344086020572
725477-99999,-9.538E7,4.1986E7,-0.24356736242883414
725478-99999,-9.3869E7,4.2437E7,-0.1550723025584233
725479-99999,-9.5033E7,4.0717E7,-0.14999999999997726
725480-94910,-9.2401E7,4.2554E7,2.15225806451609
725483-99999,-9.1333E7,4.0667E7,-0.065926724137924
725484-99999,-9.62E7,4.2783E7,-0.3791879866518286
725485-14940,-9.3327E7,4.3154E7,-0.3993548387096695
725486-99999,-9.385E7,4.205E7,0.026629270618130363
725487-99999,-9.115E7,4.1367E7,-0.28400000000002024
725488-99999,-9.1967E7,4.2683E7,-0.7100000000000364
725489-99999,-9.6067E7,4.2983E7,-0.15303225806451337
725490-99999,-9.4183E7,4.255E7,0.47886222787225563
725493-99999,-9.3114E7,4.1299E7,-0.20756395995550747
725494-99999,-9.5267E7,4.1017E7,-0.4818242491657543
725495-99999,-9.5833E7,4.3217E7,-0.38660734149054576
725496-99999,-9.5233E7,4.26E7,-0.08219354838709592
725497-99999,-9.5767E7,4.1267E7,-0.42903225806452383
725500-14942,-9.5899E7,4.131E7,0.1812903225806366
725510-14939,-9.6748E7,4.0851E7,0.14557347670249499
725515-99999,-9.675E7,4.03E7,-1.4564293659621939
725520-14935,-9.8314E7,4.0961E7,0.34612903225806235
725524-99999,-9.895E7,4.1617E7,0.11569125442595407
725525-99999,-9.8428E7,4.0605E7,-1.6674903802578882
725526-99999,-9.9E7,4.0717E7,-2.003827956989255
725527-99999,-9.6183E7,4.1767E7,0.0
725530-94918,-9.6017E7,4.1367E7,0.21125820499690917
725533-94957,-9.5592E7,4.008E7,-0.275107526881726
725533-99999,-9.56E7,4.0083E7,-1.7743681074209405
725540-14949,-9.5917E7,4.1117E7,-0.3993882091212555
725555-99999,-9.965E7,4.1433E7,-0.14307526881719923
725556-99999,-1.0E8,4.2579E7,-2.180233250620361
725560-14941,-9.7435E7,4.1986E7,0.5322688172043115
725564-99999,-9.652E7,4.1449E7,0.0
725565-99999,-9.7333E7,4.145E7,-0.8790433815350411
725566-99999,-9.8688E7,4.247E7,-0.31123434033112574
725570-14943,-9.6379E7,4.2391E7,0.8041935483870901
725610-24030,-1.02986E8,4.1099E7,1.3682258064515906
725620-24023,-1.00669E8,4.1121E7,0.8719354838709705
725625-99999,-1.00583E8,4.02E7,0.5567741935483781
725626-24091,-1.0162E8,4.051E7,0.8221428925892269
725627-99999,-1.01067E8,4.205E7,2.0680201629540704
725628-99999,-9.9333E7,4.045E7,-1.3263225806451544
725635-99999,-1.028E8,4.205E7,1.9425376344085947
725636-24017,-1.03098E8,4.2837E7,2.330711662531016
725640-24018,-1.04817E8,4.115E7,4.318387096774202
725645-24022,-1.05683E8,4.1317E7,1.4241935483870947
725650-03017,-1.04658E8,3.9833E7,1.3246774193548418
725660-24028,-1.03593E8,4.1871E7,2.109999999999957
725670-24032,-1.0055E8,4.2878E7,2.1275053763440894
725685-24019,-1.05383E8,4.275E7,0.46840310968231336
725690-24089,-1.06474E8,4.2898E7,2.598709677419322
725700-99999,-1.07533E8,4.05E7,4.64086324189789
725705-99999,-1.0951E8,4.0441E7,1.5362692284957404
725708-99999,-1.09983E8,4.03E7,0.02549707602338458
725715-99999,-1.07217E8,4.0483E7,2.530089968112165
725716-99999,-1.078E8,3.9533E7,0.6852879353050412
725717-99999,-1.07733E8,3.9533E7,0.19645161290321767
725720-24127,-1.11969E8,4.0778E7,3.0741935483871146
725724-99999,-1.11723E8,4.0219E7,-0.4184531971262828
725740-24027,-1.09053E8,4.1594E7,0.15483870967742064
725744-24027,-1.09053E8,4.1594E7,1.5490322580644857
725745-24057,-1.072E8,4.18E7,3.160211345939956
725750-24126,-1.12011E8,4.1196E7,1.849677419354819
725755-24101,-1.11967E8,4.1117E7,1.0719074333800478
725760-24021,-1.08726E8,4.2815E7,2.484193548387097
725765-24061,-1.08459E8,4.3064E7,0.6872413793103505
725775-04111,-1.11031E8,4.1273E7,2.476085442072133
725776-99999,-1.10733E8,4.36E7,2.0876822395254067
725780-24156,-1.12571E8,4.292E7,3.44369892473118
725784-99999,-1.156E8,4.6133E7,5.758955969595846
725785-24145,-1.12067E8,4.3516E7,2.9464516129032177
725786-24151,-1.12287E8,4.2149E7,2.0465924859270075
725787-24158,-1.1325E8,4.2017E7,0.5947058823529403
725805-24172,-1.18569E8,4.0068E7,4.918542551304995
725810-24193,-1.14036E8,4.0721E7,0.2520430107526721
725814-99999,-1.12933E8,4.02E7,0.6948684210526466
725816-99999,-1.12933E8,4.0183E7,-2.6649878333188326
725824-99999,-1.16017E8,3.96E7,6.903409189482247
725825-24121,-1.15789E8,4.0829E7,-0.8247096774193636
725826-99999,-1.17083E8,3.95E7,2.6518943245689997
725827-99999,-1.15783E8,4.1667E7,0.98761757381763
725830-24128,-1.17808E8,4.0902E7,1.703096774193554
725835-24119,-1.16892E8,4.0612E7,4.9683515905092435
725837-99999,-1.20567E8,4.0383E7,2.4898371325700595
725845-23225,-1.2071E8,3.9277E7,1.791193548387099
725846-99999,-1.20133E8,3.932E7,3.3176146149184547
725847-93230,-1.19995E8,3.8898E7,0.10706221198157095
725847-99999,-1.2E8,3.8883E7,3.9301435537544194
725848-99999,-1.24067E8,4.0017E7,0.025602262933119846
725864-99999,-1.161E8,4.4883E7,0.3021505376344322
725865-99999,-1.143E8,4.35E7,5.465158059121819
725866-99999,-1.14483E8,4.2483E7,5.992258064516136
725867-24133,-1.13766E8,4.2542E7,1.6061290322580533
725868-99999,-1.11583E8,4.2633E7,2.4712671677186364
725869-94186,-1.13335E8,4.2302E7,1.641012525767863
725895-94236,-1.21724E8,4.2147E7,2.7661290322580783
725896-99999,-1.2035E8,4.2217E7,-0.0054336776312311486
725905-23275,-1.23201E8,3.9126E7,1.7773118279569786
725910-24216,-1.22254E8,4.0152E7,1.868193548387083
725915-24257,-1.22299E8,4.0518E7,2.9790675489385166
725920-24257,-1.22299E8,4.0518E7,0.9348387096774218
725940-99999,-1.24167E8,4.08E7,2.811519517039052
725945-24283,-1.24109E8,4.0978E7,-0.27935483870969335
725946-24286,-1.24237E8,4.178E7,-1.3077764976958548
725955-24259,-1.22472E8,4.1781E7,3.7770322580645086
725957-24215,-1.22333E8,4.1333E7,2.3103763440860376
725958-99999,-1.20567E8,4.1483E7,2.0192976842154167
725959-99999,-1.2255E8,4.1733E7,0.10000000000000853
725970-24225,-1.22872E8,4.2381E7,2.8158064516129
725975-24235,-1.23364E8,4.26E7,3.296838709677388
725976-99999,-1.204E8,4.2167E7,0.720829069336304
725985-24267,-1.2429E8,4.2074E7,0.803993279700336
726037-99999,-7.06E7,4.3167E7,0.37633333333332075
726050-14745,-7.1501E7,4.3195E7,1.3461290322580624
726054-99999,-7.0883E7,4.2317E7,-6.71438956503475
726055-99999,-7.0817E7,4.3083E7,2.4609677419354767
726059-99999,-7.0717E7,4.3067E7,0.4898740399385417
726060-14764,-7.03E7,4.365E7,0.2915161290322601
726064-99999,-7.07E7,4.34E7,1.64985860833022
726065-99999,-7.04E7,4.3333E7,-0.26292751322752395
726067-99999,-7.0717E7,4.22E7,-28.712742154716295
726068-99999,-7.0183E7,4.205E7,-4.0556118962553285
726069-99999,-7.05E7,4.1783E7,-2.2271699095408906
726071-14606,-6.8819E7,4.4798E7,0.6441935483870793
726073-99999,-6.9683E7,4.4533E7,1.137829912023463
726074-99999,-6.955E7,4.545E7,0.0
726077-99999,-6.8367E7,4.445E7,3.2761890451736804
726079-99999,-6.91E7,4.4067E7,2.1123712014960176
726080-14608,-6.7E7,4.4917E7,-0.6085085791401781
726083-99999,-6.8313E7,4.7285E7,-0.014516129032273284
726084-99999,-6.7617E7,4.4533E7,0.0
726085-99999,-6.695E7,4.48E7,0.0
726087-99999,-7.02E7,4.3617E7,0.0
726088-14606,-6.8819E7,4.4798E7,-0.44000000000001194
726115-99999,-7.2517E7,4.335E7,2.1886281105990975
726116-94765,-7.2305E7,4.3626E7,0.4451182795698685
726116-99999,-7.23E7,4.3617E7,-0.6362365591398031
726120-99999,-7.22E7,4.4933E7,-0.9587698378471714
726130-99999,-7.13E7,4.4267E7,-0.2706451612903251
726140-54742,-7.2019E7,4.442E7,1.469129032258067
726145-94705,-7.2562E7,4.4204E7,0.06359065628474525
726155-99999,-7.1417E7,4.3567E7,3.116723251355893
726160-99999,-7.1183E7,4.4583E7,-0.08715542521994735
726164-99999,-7.1544E7,4.4368E7,-0.893486943164362
726165-99999,-7.2267E7,4.29E7,0.9667590478954082
726170-14742,-7.315E7,4.4468E7,2.307741935483861
726180-99999,-7.0533E7,4.4533E7,-0.27319803797735176
726184-99999,-7.0283E7,4.405E7,2.189658986175118
726185-14605,-6.9797E7,4.4316E7,-0.2741935483871174
726186-99999,-6.825E7,4.415E7,0.0
726187-99999,-6.91E7,4.41E7,0.6002764976958588
726190-99999,-6.9583E7,4.5467E7,1.1075999999999908
726196-14610,-6.8693E7,4.5648E7,1.3051827956989115
726221-94725,-7.4846E7,4.4936E7,-0.10516129032259869
726223-94725,-7.4846E7,4.4936E7,-0.7073118279570139
726225-04742,-7.3468E7,4.4651E7,0.6629765395894509
726226-99999,-9.12E7,4.3817E7,0.20786259600353674
726227-94790,-7.6022E7,4.3992E7,0.6674193548386853
726228-99999,-7.42E7,4.4383E7,2.1679913468272645
726350-94860,-8.5524E7,4.2883E7,0.4854838709677267
726355-99999,-8.6433E7,4.2133E7,1.1433580521567421
726356-99999,-8.6483E7,4.2117E7,-5.214299273562972
726357-99999,-8.555E7,4.2233E7,1.5907994389901745
726358-99999,-8.6282E7,4.1703E7,-2.0150523167245495
726360-14840,-8.6237E7,4.3171E7,1.5680752688172106
726365-99999,-8.6467E7,4.395E7,-1.9106189637516025
726366-99999,-8.6333E7,4.3233E7,0.014419354838693721
726370-14826,-8.3749E7,4.2967E7,1.6093548387096916
726375-99999,-8.3417E7,4.2667E7,0.6121290322580819
726376-99999,-8.2417E7,4.3E7,-2.6187883342093556
726377-99999,-8.385E7,4.3633E7,-0.1273589743589838
726379-14845,-8.408E7,4.3533E7,0.3387096774193452
726380-94814,-8.4674E7,4.4359E7,1.3470967741935311
726384-14817,-8.5417E7,4.4283E7,-0.07002150537634577
726385-99999,-8.6247E7,4.4272E7,0.9804628791594752
726386-99999,-8.625E7,4.4633E7,0.8764254656849744
726387-14850,-8.5583E7,4.4741E7,0.2941935483870992
726390-94849,-8.3564E7,4.5072E7,2.0438709677419524
726394-99999,-8.5457E7,4.6311E7,-0.8148727907551745
726395-14808,-8.34E7,4.445E7,1.244193548387102
726396-99999,-1.05517E8,3.905E7,-11.889937931592073
726397-99999,-8.3433E7,4.425E7,1.321129032258085
726399-99999,-8.6233E7,4.595E7,0.8807370207450731
726400-14839,-8.7904E7,4.2955E7,1.9658064516128633
726404-99999,-8.9733E7,4.5933E7,-0.6045161290322625
726405-94869,-8.8031E7,4.3109E7,0.7064005376343943
726406-99999,-8.775E7,4.2583E7,-3.318102051016666
726407-99999,-8.795E7,4.3017E7,0.005287057636067516
726408-99999,-8.785E7,4.3767E7,0.30544907407404764
726410-14837,-8.9345E7,4.3141E7,-0.39193548387098076
726415-99999,-8.9042E7,4.262E7,0.682106785317032
726416-14921,-9.0181E7,4.3212E7,1.3571075268817197
726430-14920,-9.1253E7,4.3879E7,0.38967741935482536
726435-14991,-9.1488E7,4.4867E7,0.029806451612884644
726436-94930,-9.0267E7,4.3933E7,-0.9981377171215797
726437-99999,-9.0733E7,4.3967E7,1.0878408134642257
726440-14925,-9.2492E7,4.3904E7,-0.4074193548387228
726450-14898,-8.8137E7,4.4479E7,2.103870967741898
726454-99999,-8.755E7,4.4133E7,-2.0950684341125907
726455-99999,-8.7683E7,4.4133E7,2.048341620747962
726456-99999,-8.855E7,4.3983E7,-1.3871582181259612
726457-99999,-8.8517E7,4.425E7,-0.5431390029325627
726458-99999,-8.7417E7,4.485E7,2.53057757296466
726459-99999,-8.7317E7,4.4783E7,1.513493727402846
726460-14897,-8.9628E7,4.4929E7,0.7267741935483798
726463-14897,-8.9628E7,4.4929E7,0.10064516129033052
726464-99999,-8.8717E7,4.3167E7,-0.15516129032258164
726465-99999,-8.9667E7,4.4783E7,-0.456129032258076
726467-99999,-9.1767E7,4.5417E7,0.2356881720430266
726468-99999,-9.04E7,4.5717E7,1.1313527252502666
726480-99999,-8.7094E7,4.5723E7,2.0714016428510433
726482-99999,-8.71E7,4.5717E7,1.1992059553349748
726487-99999,-8.7638E7,4.5127E7,1.2120755760368525
726498-99999,-9.1979E7,4.1053E7,3.33333333330188E-4
726499-99999,-9.4746E7,4.3407E7,-0.5121198156681999
726500-99999,-9.515E7,4.3167E7,-1.364922341696527
726506-04840,-8.8491E7,4.3769E7,0.6825806451612806
726510-14944,-9.6754E7,4.3578E7,-0.47258064516128684
726514-99999,-1.03617E8,4.3733E7,1.8986551459293395
726515-99999,-9.6817E7,4.43E7,-0.21180580190228682
726516-24024,-1.01601E8,4.4051E7,0.10989736070382605
726520-99999,-9.8533E7,4.3067E7,0.07433194592185544
726525-99999,-9.7383E7,4.2917E7,-0.7221720430107723
726530-99999,-9.9317E7,4.38E7,-0.6731019651464294
726540-14936,-9.8223E7,4.4398E7,-1.4732258064516373
726544-99999,-9.285E7,4.8017E7,1.295483870967729
726545-99999,-9.8039E7,4.3775E7,-0.5531642228738889
726546-14946,-9.7149E7,4.4905E7,-0.5454838709677574
726547-99999,-9.5317E7,4.565E7,-2.819384291725086
726550-14926,-9.4051E7,4.5543E7,0.8332258064516225
726553-99999,-9.5717E7,4.4969E7,1.6938064516128861
726555-99999,-9.4133E7,4.64E7,0.35265591397848084
726556-14992,-9.508E7,4.4548E7,0.3858064516128934
726556-99999,-9.5083E7,4.455E7,-0.3710860215053913
726557-14910,-9.5394E7,4.5868E7,-1.4509677419354858
726558-99999,-9.25E7,4.67E7,-0.2196176821983329
726559-99999,-9.5822E7,4.4451E7,2.0685957573103764
726560-99999,-1.00283E8,4.4383E7,5.909795698924711
726563-99999,-9.3311E7,4.4325E7,2.501218727041973
726564-99999,-9.2483E7,4.4583E7,1.5103225806451661
726565-99999,-9.5967E7,4.5567E7,0.8791075268817252
726566-99999,-9.63E7,4.3983E7,0.8196774193548606
726567-99999,-9.45E7,4.4317E7,0.15387096774190923
726568-99999,-9.3267E7,4.4117E7,0.4148525345622147
726569-99999,-9.4383E7,4.4867E7,0.04173041474653871
726574-99999,-9.0189E7,4.4637E7,-0.6834999999999951
726576-14928,-9.5083E7,4.5117E7,1.3078830645161332
726578-99999,-9.4347E7,4.5949E7,0.6598220244716231
726580-14922,-9.3229E7,4.4883E7,0.632903225806416
726583-99999,-9.45E7,4.51E7,2.802299502741292
726584-14927,-9.3056E7,4.4932E7,1.6584774193548242
726585-99999,-9.3919E7,4.4223E7,0.978782578933874
726586-99999,-9.4417E7,4.365E7,0.2880437523173782
726587-99999,-9.5583E7,4.365E7,-0.6221289910600376
726588-99999,-9.17E7,4.4083E7,0.044516129032246
726589-99999,-9.3367E7,4.3683E7,1.385066631046982
726590-14929,-9.8413E7,4.5443E7,-2.459677419354847
726603-99999,-9.3033E7,4.485E7,-0.2822580645161139
726610-99999,-1.03533E8,4.5267E7,1.4307938013915162
726620-24090,-1.03054E8,4.4043E7,4.015161290322581
726625-24006,-1.031E8,4.415E7,0.6439631336405398
726626-99999,-8.9117E7,4.515E7,-12.601218135781679
726627-94037,-1.03546E8,4.5604E7,-0.3529032258064575
726627-99999,-1.0355E8,4.56E7,1.2936559139784976
726650-99999,-1.05539E8,4.4349E7,5.807629755782614
726660-24029,-1.06969E8,4.4769E7,3.7435483870967516
726664-94173,-1.10421E8,4.4544E7,4.808075073313759
726665-24062,-1.07951E8,4.3966E7,0.09387096774194958
726665-99999,-1.0795E8,4.3967E7,1.576215053763434
726671-99999,-1.054E8,4.5433E7,0.2551619153793183
726675-24037,-1.05883E8,4.6427E7,0.547096774193534
726676-99999,-1.048E8,4.7133E7,7.687932258064507
726685-99999,-1.00408E8,4.5547E7,2.97705376344085
726686-24025,-1.00286E8,4.4381E7,-0.9539462365591476
726695-99999,-1.02106E8,4.5919E7,1.4010592120575183
726700-99999,-1.09017E8,4.4517E7,3.0477334074898295
726710-24164,-1.10108E8,4.2584E7,-0.40645161290323983
726710-99999,-1.101E8,4.2567E7,1.587823086113417
726761-99999,-1.111E8,4.465E7,1.9341437039529836
726763-99999,-1.111E8,4.465E7,-0.19229178338001418
726764-99999,-1.11117E8,4.4683E7,2.7943630457901207
726765-99999,-1.11117E8,4.4683E7,1.009113538743435
726766-99999,-1.12317E8,4.4567E7,1.2592511844436132
726770-24033,-1.08542E8,4.5807E7,5.603870967741898
726775-99999,-1.09833E8,4.6433E7,6.102627842522679
726776-24036,-1.09458E8,4.7049E7,3.5100322580644985
726785-24135,-1.12501E8,4.5965E7,0.5009677419354688
726796-24138,-1.12554E8,4.5258E7,4.1346129032258006
726797-24132,-1.11161E8,4.5788E7,3.4586989247311806
726798-24150,-1.10441E8,4.5698E7,4.436354838709647
726810-24131,-1.16241E8,4.3567E7,4.120716520039096
726813-99999,-1.16633E8,4.3633E7,1.1035376344085819
726815-24106,-1.15867E8,4.305E7,2.112946236559111
726817-24154,-1.15645E8,4.7457E7,0.0
726818-94194,-1.11804E8,4.3834E7,-0.4657956989247367
726824-04112,-1.14927E8,4.4171E7,0.5364516129032211
726830-94185,-1.18956E8,4.3595E7,5.39129032258063
726835-24230,-1.21139E8,4.4256E7,3.753072196620579
726837-24162,-1.17013E8,4.4021E7,5.381606182795679
726838-94185,-1.18956E8,4.3595E7,0.0
726865-99999,-1.13883E8,4.5117E7,2.910693164362513
726866-99999,-1.139E8,4.5183E7,-0.09326255464962685
726871-99999,-1.16133E8,4.595E7,0.8191547735418823
726873-99999,-1.16123E8,4.5943E7,1.1531720430107413
726874-99999,-1.1765E8,4.29E7,0.0
726876-99999,-1.18967E8,4.44E7,0.8466934274798206
726880-24155,-1.18855E8,4.5698E7,3.5490322580645
726884-24148,-1.18E8,4.5283E7,5.103814386355211
726885-24152,-1.18425E8,4.5511E7,2.9430517375720626
726886-24130,-1.17809E8,4.4843E7,1.5451408972932796
726904-24231,-1.23355E8,4.3239E7,2.7419591252760824
726916-99999,-1.24167E8,4.3683E7,-0.10136478995524811
726917-24284,-1.24244E8,4.3413E7,-1.6632258064516066
726930-24221,-1.23221E8,4.4128E7,2.8293978494623815
726940-24232,-1.23001E8,4.4905E7,2.4816129032257948
726945-99999,-1.23283E8,4.4483E7,5.2844923599320595
726955-99999,-1.24117E8,4.4E7,-0.6847419354838706
726956-99999,-1.2405E8,4.4617E7,-0.920608073948344
726958-24285,-1.2405E8,4.4583E7,0.1533847592332762
726959-99999,-1.22767E8,4.525E7,5.1435909090909036
726980-24229,-1.22609E8,4.5596E7,3.2730272952853454
726985-99999,-1.224E8,4.555E7,7.632248643113144
726986-99999,-1.2295E8,4.5533E7,8.534967741935489
726987-99999,-1.21883E8,4.5667E7,6.791764194905852
726988-24219,-1.21166E8,4.5619E7,2.6184907834100954
726989-99999,-1.23917E8,4.5567E7,0.0
727031-99999,-6.7783E7,4.6133E7,1.396250000000009
727033-14609,-6.7793E7,4.6124E7,-0.5203225806451854
727033-99999,-6.78E7,4.6117E7,1.6112903225806576
727119-99999,-6.9517E7,4.6617E7,0.36564439324118325
727120-14607,-6.8017E7,4.6871E7,-0.2835483870967721
727125-14623,-6.7883E7,4.695E7,1.6441935483870793
727130-14604,-6.805E7,4.6683E7,-0.5785253456221398
727135-99999,-6.9713E7,4.3961E7,0.0
727340-14847,-8.4357E7,4.6479E7,-0.6051612903225845
727344-99999,-8.4467E7,4.625E7,1.251382955987438
727345-14847,-8.4357E7,4.6479E7,-0.9864516129032097
727346-99999,-8.4333E7,4.65E7,3.8076986069177394
727347-14841,-8.4793E7,4.5564E7,0.23940860215053306
727348-99999,-8.4717E7,4.585E7,1.0627104072131885
727410-99999,-9.045E7,4.5933E7,0.7500201970187419
727415-99999,-8.9467E7,4.5633E7,0.05322580645162134
727430-94850,-8.7549E7,4.6531E7,-0.46316286938866824
727435-99999,-8.4637E7,4.5865E7,-0.16031416549789412
727436-99999,-8.52E7,4.4983E7,2.434516129032261
727437-99999,-8.8117E7,4.5817E7,1.9925806451612829
727438-99999,-8.7383E7,4.655E7,2.1057607159042107
727440-14858,-8.8489E7,4.7169E7,0.8836962365591319
727444-99999,-9.175E7,4.705E7,1.6205161290322678
727445-99999,-9.0131E7,4.6527E7,1.3311730205278423
727448-99999,-8.8633E7,4.7233E7,0.20537233316264292
727450-14913,-9.2183E7,4.6837E7,2.0893548387096814
727452-99999,-9.6617E7,4.785E7,2.505733036707454
727453-94967,-9.5068E7,4.6901E7,0.8083870967741831
727455-94931,-9.2839E7,4.7386E7,0.9196774193548265
727456-99999,-9.2043E7,4.6722E7,3.011205939580094
727457-99999,-9.5886E7,4.6825E7,2.7875284297367386
727458-99999,-9.3517E7,4.7217E7,0.07239154616237897
727459-99999,-9.1833E7,4.7817E7,1.727675464320626
727470-14918,-9.3398E7,4.8561E7,0.6387096774193566
727473-99999,-9.2483E7,4.8267E7,0.3524578381437493
727474-99999,-9.2498E7,4.7425E7,0.5672004608294969
727475-99999,-9.3272E7,4.5886E7,1.0867096774193215
727476-94961,-9.46E7,4.8717E7,0.43581757508343344
727477-99999,-9.57E7,4.885E7,1.750335031126184
727478-99999,-9.695E7,4.875E7,1.2476774193548437
727500-99999,-9.4317E7,4.66E7,1.8002796979006916
727503-99999,-9.3267E7,4.555E7,2.708322580645145
727504-99999,-9.3683E7,4.655E7,1.7385161290322628
727505-99999,-9.5767E7,4.76E7,1.7417419354838728
727507-99999,-9.565E7,4.5333E7,0.3309677419354813
727530-14914,-9.6811E7,4.6925E7,0.8619354838709654
727533-99999,-9.6544E7,4.578E7,1.0131612903225715
727534-99999,-9.715E7,4.61E7,1.4119354838709768
727535-14919,-9.8669E7,4.6926E7,-2.4938709677419553
727550-99999,-9.4933E7,4.75E7,-1.169032258064533
727554-99999,-9.0833E7,4.7583E7,-0.4294283154121672
727555-99999,-9.6185E7,4.8066E7,0.4844868035190615
727556-99999,-9.1417E7,4.725E7,1.3465207373272108
727560-99999,-9.535E7,4.8933E7,3.377824235923498
727566-99999,-9.2933E7,4.3667E7,1.597193548387068
727572-99999,-9.89E7,4.8117E7,1.8561937699963522
727573-99999,-9.8909E7,4.8114E7,-0.19600000000002638
727575-94925,-9.74E7,4.7967E7,-0.20498533724341428
727576-14916,-9.7184E7,4.7943E7,-1.884838709677453
727580-99999,-9.8867E7,4.81E7,1.8098709677419151
727640-24011,-1.00757E8,4.6783E7,0.6009677419354773
727645-24012,-1.02797E8,4.6799E7,1.949112903225796
727650-99999,-1.01833E8,4.775E7,2.6837730414746517
727670-94014,-1.03637E8,4.8174E7,2.2364516129032523
727675-94011,-1.0135E8,4.8417E7,0.00379354838705126
727676-24013,-1.01273E8,4.8255E7,0.8783870967741905
727677-99999,-1.01433E8,4.765E7,0.0
727680-94008,-1.06621E8,4.8214E7,4.391956989247319
727684-99999,-1.06953E8,4.7329E7,4.449397849462386
727686-99999,-1.05583E8,4.81E7,9.840615911878587
727687-99999,-1.04193E8,4.7707E7,4.218799784661002
727720-24144,-1.11964E8,4.6606E7,5.25451612903224
727730-24153,-1.14093E8,4.6921E7,3.8451612903225794
727735-24139,-1.13176E8,4.6638E7,1.1259088515118378
727750-24143,-1.11382E8,4.7473E7,2.3674193548387166
727755-24112,-1.11183E8,4.7517E7,4.310182795698893
727760-99999,-1.11383E8,4.745E7,1.913342921724194
727770-94012,-1.09763E8,4.8543E7,3.2936881720430193
727790-24146,-1.14264E8,4.8304E7,2.6699892473118325
727795-99999,-1.15367E8,4.76E7,2.953953460705762
727796-24137,-1.12375E8,4.8603E7,5.092580645161277
727810-24243,-1.20543E8,4.6568E7,3.1158064516128974
727815-24237,-1.21337E8,4.7277E7,3.969677419354838
727825-94239,-1.20201E8,4.7398E7,0.32354838709677836
727825-99999,-1.20207E8,4.7399E7,1.0806451612903345
727826-24141,-1.19515E8,4.7308E7,2.5332903225806405
727827-24110,-1.19319E8,4.7208E7,3.462903225806471
727830-24149,-1.17016E8,4.6375E7,3.077096774193535
727833-99999,-1.14217E8,4.4517E7,1.2802795698924712
727834-99999,-1.16817E8,4.7767E7,2.990572580645164
727836-99999,-1.158E8,4.7467E7,1.9215028949545285
727840-99999,-1.196E8,4.6567E7,3.3330511003431553
727845-24163,-1.19117E8,4.6267E7,2.973895781637694
727846-24160,-1.18287E8,4.6095E7,2.9151612903225868
727850-24157,-1.17528E8,4.7622E7,3.532442396313371
727855-24114,-1.1765E8,4.7633E7,1.7533978494623454
727856-99999,-1.17317E8,4.7683E7,3.1312903225806394
727857-99999,-1.17117E8,4.675E7,3.6468082231285877
727871-99999,-1.17883E8,4.855E7,1.491803030303032
727873-99999,-1.17883E8,4.855E7,4.453297781928214
727883-24220,-1.2053E8,4.7034E7,1.1390322580645034
727885-99999,-1.235E8,4.8117E7,-2.1512795698924663
727890-99999,-1.19533E8,4.8417E7,5.351467424122063
727910-94224,-1.23883E8,4.6157E7,0.3943047830923234
727915-99999,-1.2405E8,4.6283E7,0.09359447004608512
727916-99999,-1.241E8,4.6917E7,0.0
727920-24227,-1.22903E8,4.6973E7,2.1247526881720233
727923-94225,-1.2393E8,4.6973E7,-0.8669139784946225
727924-24223,-1.22894E8,4.6117E7,2.82268436154132
727925-94227,-1.23141E8,4.7238E7,0.456774193548398
727925-99999,-1.2315E8,4.7233E7,7.586999035015168
727926-99999,-1.228E8,4.6483E7,2.572430404431543
727927-94225,-1.2393E8,4.6973E7,1.9221228878648304
727928-99999,-1.2275E8,4.7483E7,3.8790003707823786
